HS96;lib
900911;Electrostatic Photocopying Apparatus Operated By Reproducing The Original Image Directly Onto The Copy (Direct Process)
900912;Electrostatic Photocopying Apparatus Operated By Reproducing The Original Image Via An Intermediate Onto The Copy (Indirect Process)
900921;Nonelectrostatic Photocopyng Apparatus Incorporating An Optical System
900922;Nonelectrostatic Photocopyng Apparatus Of The Contact Type
900930;Thermocopying Apparatus
900990;Parts And Accessories Of Photocopying And Thermocopying Apparatus
901010;"Apparatus And Equipment For Photographic (Including Cinematographic) Laboratories, N.E.S.; Negatoscopes; Projection Screens"
901041;"Apparatus And Equipment For Photographic (Including Cinematographic) Laboratories, N.E.S.; Negatoscopes; Projection Screens"
901042;"Apparatus And Equipment For Photographic (Including Cinematographic) Laboratories, N.E.S.; Negatoscopes; Projection Screens"
901049;"Apparatus And Equipment For Photographic (Including Cinematographic) Laboratories, N.E.S.; Negatoscopes; Projection Screens"
901050;"Apparatus And Equipment For Photographic (Including Cinematographic) Laboratories, N.E.S.; Negatoscopes; Projection Screens"
901060;"Apparatus And Equipment For Photographic (Including Cinematographic) Laboratories, N.E.S.; Negatoscopes; Projection Screens"
901090;Parts And Accessories For Photographic (Including Cinematographic) Laboratory Apparatus And Equipment, N.E.S., Negascopes And Projection Screens
901110;Stereoscopic Microscopes
901120;Microscopes For Photomicrography, Cinephotomicrography Or Microprojection, N.E.S.
901180;Microscopes, N.E.S.
901190;Parts And Accessories Of Compound Optical Microscopes
901210;Microscopes (Other Than Optical Microscopes) And Diffraction Apparatus
901290;Parts And Accessories For Microscopes (Except Optical) And Diffraction Apparatus
901310;"Telescopic Sights For Fitting To Arms; Periscopes; Telescopes Designed As Parts Of Electrical, Optical, Photographic, Television Or Sound Appliance"
901320;Lasers (Other Than Laser Diodes)
901380;Liquid Crystal Devices, N.E.S. And Optical Appliances And Instruments, N.E.S.
901390;Parts And Accessories Of Liquid Crystal Devices, N.E.S., Lasers (Other Than Laser Diodes), And Other Optical Appliances And Instruments, N.E.S.
901410;Direction Finding Compasses, Other Navigational Instruments And Appliances
901420;Direction Finding Compasses, Other Navigational Instruments And Appliances
901480;Direction Finding Compasses, Other Navigational Instruments And Appliances
901490;Parts And Accessories Of Navigational Instruments And Appliances
901510;"Surveying (Including Photogrammetrical), Hydrographic, Oceanographic, Hydrological, Etc. Instruments And Appliances N.E.S.; Rangefinders"
901520;"Surveying (Including Photogrammetrical), Hydrographic, Oceanographic, Hydrological, Etc. Instruments And Appliances N.E.S.; Rangefinders"
901530;"Surveying (Including Photogrammetrical), Hydrographic, Oceanographic, Hydrological, Etc. Instruments And Appliances N.E.S.; Rangefinders"
901540;"Surveying (Including Photogrammetrical), Hydrographic, Oceanographic, Hydrological, Etc. Instruments And Appliances N.E.S.; Rangefinders"
901580;"Surveying (Including Photogrammetrical), Hydrographic, Oceanographic, Hydrological, Etc. Instruments And Appliances N.E.S.; Rangefinders"
901590;Parts And Accessories For Surveying, Hydrographic, Oceanographic, Hydrological, Meteorological, Etc. Instruments And Appliances, And Rangefinders
901600;Balances Of A Sensitivity Of 5 Cg Or Better, With Or Without Weights
901710;Drafting Tables And Machines, Whether Or Not Automatic, And Other Drawing, Marking
901720;Drafting Tables And Machines, Whether Or Not Automatic, And Other Drawing, Marking
901730;Instruments For Measuring Length, For Use In The Hand (Including Measuring Rods And Tapes, Micrometers, Calipers), N.E.S.
901780;Instruments For Measuring Length, For Use In The Hand (Including Measuring Rods And Tapes, Micrometers, Calipers), N.E.S.
901790;Parts And Accessories For Drafting Tables, Etc., Marking Out And Mathematical Calculating Instruments, And Instruments For Measuring Length By Hand
901811;Electrocardiographs
901812;Electro
901813;Electro
901814;Electro
901819;Electro
901820;Ultraviolet Or Infrared Ray Apparatus
901831;Syringes, Needles, Catheters, Cannulae And The Like Used In Medical, Surgical Or Veterinary Sciences
901832;Syringes, Needles, Catheters, Cannulae And The Like Used In Medical, Surgical Or Veterinary Sciences
901839;Syringes, Needles, Catheters, Cannulae And The Like Used In Medical, Surgical Or Veterinary Sciences
901841;Dental Drill Engines, Whether Or Not Combined On A Single Base With Other Dental Equipment
901849;Dental Instruments And Appliances, N.E.S.
901850;Ophthalmic Instruments And Appliances, N.E.S.
901890;Instruments And Appliances Used In Medical, Surgical Or Veterinary Sciences, N.E.S.
901910;Mechano
901920;Ozone Therapy, Oxygen Therapy, Aerosol Therapy, Artificial Respiration Or Other Therapeutic Respiration Apparatus
902000;Breathing Appliances And Gas Masks, N.E.S. (Excluding Protective Masks Having Neither Mechanical Parts Nor Replacement Filters)
902111;Orthopedic Or Fracture Appliances, Including Artificial Joints
902119;Orthopedic Or Fracture Appliances, Including Artificial Joints
902121;Artificial Teeth And Dental Fittings
902129;Artificial Teeth And Dental Fittings
902130;Artificial Parts Of The Body, N.E.S.
902140;Hearing Aids (Excluding Parts And Accessories)
902150;Pacemakers For Stimulating Heart Muscles (Excluding Parts And Accessories)
902190;Appliances N.E.S., Which Are Worn Or Carried, Or Implanted In The Body, To Compensate For A Physical Defect Or Disability
902212;Apparatus Based On The Use Of X
902213;Apparatus Based On The Use Of X
902214;Apparatus Based On The Use Of X
902219;Apparatus Based On The Use Of X
902221;Apparatus Based On The Use Of Alpha, Beta Or Gamma Radiations, Whether Or Not For Medical, Surgical, Dental Or Veterinary Uses, Etc.
902229;Apparatus Based On The Use Of Alpha, Beta Or Gamma Radiations, Whether Or Not For Medical, Surgical, Dental Or Veterinary Uses, Etc.
902230;X
902290;Electro
902300;Instruments, Apparatus Or Models, Designed For Demonstrational Purposes (E.G. In Education Or Exhibition), Unsuitable For Other Uses
902410;Machines And Appliances For Testing Hardness, Strength, Elasticity Or Other Mechanical Properties Of Materials (E.G., Metals, Wood, Textiles, Paper
902480;Machines And Appliances For Testing Hardness, Strength, Elasticity Or Other Mechanical Properties Of Materials (E.G., Metals, Wood, Textiles, Paper
902490;Parts And Accessories For The Machines And Appliances For Testing The Mechanical Properties Of Materials
902511;Hydrometers And Similar Floating Instruments, Thermometers, Pyrometers, Barometers, Hygrometers, Psychrometers Or Any Combination Of These Instrume
902519;Hydrometers And Similar Floating Instruments, Thermometers, Pyrometers, Barometers, Hygrometers, Psychrometers Or Any Combination Of These Instrume
902580;Hydrometers And Similar Floating Instruments, Thermometers, Pyrometers, Barometers, Hygrometers, Psychrometers Or Any Combination Of These Instrume
902590;Parts And Accessories For Hydrometers And Similar Floating Instruments, Thermometers, Pyrometers, Barometers, Hygrometers And Psychrometers
902610;Instruments And Apparatus For Measuring Or Checking The Flow Or Level Of Liquids, N.E.S. (Excluding Supply Etc. Meters And Regulating Etc. Apparatu
902620;Instruments And Apparatus For Measuring Or Checking The Pressure Of Liquids Or Gases, N.E.S. (Not Supply Etc. Meters And Regulating Etc. Apparatus)
902680;Instruments And Apparatus For Measuring Or Checking The Variables Of Liquids Or Gases, N.E.S. (Not Supply Etc. Meters And Regulating Etc. Apparatus
902690;Parts And Acessories For Instruments And Apparatus For Measuring Or Checking The Flow, Level, Pressure Or Other Variables Of Liquids Or Gases, N.E.
902710;Gas Or Smoke Analysis Apparatus
902720;Chromatographs And Electrophoresis Instruments
902730;Spectrometers, Spectrophotometers And Spectrographs Using Optical Radiations (Ultraviolet, Visible, Infrared)
902740;Exposure Meters
902750;Instruments And Apparatus Using Optical Radiations (Ultraviolet, Visible, Infrared), N.E.S.
902780;Instruments And Apparatus For Physical Or Chemical Analysis, N.E.S.
902790;"Microtomes; Parts And Accessories Of Instruments For Physical Or Chemical Analysis, Measuring Or Checking Viscosity, Etc. Or Heat, Sound Or Light"
902810;Gas Meters
902820;Liquid Meters
902830;Electricity Meters
902890;Parts And Accessories Of Gas, Liquid Or Electricity Meters
902910;Revolution Counters, Production Counters, Taximeters, Odometers, Pedometers And The Like
902920;"Speedometers And Tachometers; Stroboscopes"
902990;Parts And Accessories Of Revolution And Production Counters, Odometers, Pedometers, Speedometers, Tachometers, Strobescopes, Etc
903010;Instruments And Apparatus For Measuring Or Detecting Ionizing Radiations
903020;Cathode
903031;Instruments And Apparatus, N.E.S. For Measuring Or Checking Voltage, Current, Resistance Or Power, Without A Recording Device
903039;Instruments And Apparatus, N.E.S. For Measuring Or Checking Voltage, Current, Resistance Or Power, Without A Recording Device
903040;Instruments And Apparatus, N.E.S., Designed For Telecommunications (Cross
903082;Instruments And Apparatus For Measuring Or Checking Electrical Quantities, N.E.S.
903083;Instruments And Apparatus For Measuring Or Checking Electrical Quantities, N.E.S.
903089;Instruments And Apparatus For Measuring Or Checking Electrical Quantities, N.E.S.
903090;Parts And Accessories For Instruments And Apparatus (Except Meters) Measuring Etc. Electrical Quanities And Devices Measuring Etc. Ionized Radiatio
903110;"Measuring Or Checking Instruments, Appliances And Machines, N.E.S.; Profile Projectors"
903120;"Measuring Or Checking Instruments, Appliances And Machines, N.E.S.; Profile Projectors"
903130;"Measuring Or Checking Instruments, Appliances And Machines, N.E.S.; Profile Projectors"
903141;"Measuring Or Checking Instruments, Appliances And Machines, N.E.S.; Profile Projectors"
903149;"Measuring Or Checking Instruments, Appliances And Machines, N.E.S.; Profile Projectors"
903180;"Measuring Or Checking Instruments, Appliances And Machines, N.E.S.; Profile Projectors"
903190;Parts And Accessories For Measuring Or Checking Instruments, Appliances And Machines, N.E.S. And Profile Projectors
903210;Thermostats
903220;Pressure Regulators And Controllers (Monostats)
903281;Automatic Regulating Or Controlling Instruments And Apparatus, N.E.S.
903289;Automatic Regulating Or Controlling Instruments And Apparatus, N.E.S.
903290;Parts And Accessories For Automatic Regulating Or Controlling Instruments And Apparatus
903300;Parts And Accessories For Machines, Appliances, Instruments And Apparatus, N.E.S., Measuring, Checking, Analysing Or Controlling, N.E.S.
90420;Fruits Of The Genus Capsicum Or Of The Genus Pimenta, Dried Or Crushed Or Ground
910111;Wrist Watches, Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, Cases Of Precious Metal Or Clad With Precious Metal
910112;Wrist Watches, Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, Cases Of Precious Metal Or Clad With Precious Metal
910119;Wrist Watches, Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, Cases Of Precious Metal Or Clad With Precious Metal
910121;Wrist Watches Other Than Battery Powered, Whether Or Not Uncorporating A Stop Watch Facility, Cases Of Precious Metal Or Clad With Precious Metal
910129;Wrist Watches Other Than Battery Powered, Whether Or Not Uncorporating A Stop Watch Facility, Cases Of Precious Metal Or Clad With Precious Metal
910191;Pocket Watches And Other Watches (Not Wrist Watches), With Cases Of Precious Metal Or Clad With Precious Metal
910199;Pocket Watches And Other Watches (Not Wrist Watches), With Cases Of Precious Metal Or Clad With Precious Metal
910211;Wrist Watches, Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, With Cases Neither Of Precious Metal Nor Clad With Precious Met
910212;Wrist Watches, Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, With Cases Neither Of Precious Metal Nor Clad With Precious Met
910219;Wrist Watches, Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, With Cases Neither Of Precious Metal Nor Clad With Precious Met
910221;Wrist Watches Other Than Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, With Cases Neither Of Nor Clad With Precious Metal
910229;Wrist Watches Other Than Battery Powered, Whether Or Not Incorporating A Stop Watch Facility, With Cases Neither Of Nor Clad With Precious Metal
910291;Pocket Watches And Other Watches (Not Wrist Watches), With Cases Neither Of Precious Metal Nor Clad With Precious Metal
910299;Pocket Watches And Other Watches (Not Wrist Watches), With Cases Neither Of Precious Metal Nor Clad With Precious Metal
910310;Clocks With Watch Movements (Excluding Instrument Panel Clocks), Battery Powered
910390;Clocks With Watch Movements (Excluding Instrument Panel Clocks), Other Than Battery Powered
910400;Instrument Panel Clocks And Clocks Of A Similar Type, For Vehicles, Aircraft, Spacecraft Or Vessels
910511;Alarm Clocks (With Clock Movements), Battery, Or Ac Powered
910519;Alarm Clocks (With Clock Movements), N.E.S.
910521;Wall Clocks (With Clock Movements), Battery, Or Ac Powered
910529;Wall Clocks (With Clock Movements), N.E.S.
910591;Clocks (With Clock Movements), N.E.S., Battery Or Ac Powered
910599;Clocks (With Clock Movements), N.E.S.
910610;Time Of Day Recording Apparatus And Apparatus For Measuring, Recording, Etc. Intervals Of Time With A Clock Or Watch Movement Or Synchronous Motor
910620;Time Of Day Recording Apparatus And Apparatus For Measuring, Recording, Etc. Intervals Of Time With A Clock Or Watch Movement Or Synchronous Motor
910690;Time Of Day Recording Apparatus And Apparatus For Measuring, Recording, Etc. Intervals Of Time With A Clock Or Watch Movement Or Synchronous Motor
910700;Time Switches With Clock Or Watch Movement Or With Synchronous Motor
910811;Watch Movements, Battery Powered
910812;Watch Movements, Battery Powered
910819;Watch Movements, Battery Powered
910820;Watch Movements, Other Than Battery Powered
910891;Watch Movements, Other Than Battery Powered
910899;Watch Movements, Other Than Battery Powered
910911;Clock Movements, Complete And Assembled
910919;Clock Movements, Complete And Assembled
910990;Clock Movements, Complete And Assembled
911011;"Complete Watch Or Clock Movements, Unassembled Or Partly Assembled; Incomplete Watch Or Clock Movements, Assembled; Rough Watch Or Clock Movementsd"
911012;"Complete Watch Or Clock Movements, Unassembled Or Partly Assembled; Incomplete Watch Or Clock Movements, Assembled; Rough Watch Or Clock Movementsd"
911019;"Complete Watch Or Clock Movements, Unassembled Or Partly Assembled; Incomplete Watch Or Clock Movements, Assembled; Rough Watch Or Clock Movementsd"
911090;"Complete Watch Or Clock Movements, Unassembled Or Partly Assembled; Incomplete Watch Or Clock Movements, Assembled; Rough Watch Or Clock Movementsd"
911110;Watch Cases And Parts Of Watch Cases
911120;Watch Cases And Parts Of Watch Cases
